Date,weekday,weeknum,kosdaq,nasdaq,sp500,dow,kospi,code,Close
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005935,64600.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005935,65400.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005935,64000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,005935,65200.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,005935,66200.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,005935,66200.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,005935,66600.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,005935,66300.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,005935,65500.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,005935,66000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,005935,65300.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,005935,64900.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,005935,65500.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,005935,66200.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,005935,65900.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,005935,66000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,005935,65500.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,005935,66200.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,051910,821000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,051910,830000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,051910,825000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,051910,850000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,051910,836000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,051910,832000.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,051910,831000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,051910,784000.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,051910,790000.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,051910,786000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,051910,771000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,051910,769000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,051910,739000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,051910,757000.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,051910,774000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,051910,765000.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,051910,777000.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,051910,769000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,051910,776000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,051910,758000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,006400,733000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,006400,746000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,006400,750000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,006400,746000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,006400,734000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,006400,723000.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,006400,731000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,006400,732000.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,006400,751000.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,006400,755000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,006400,744000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,006400,748000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,006400,748000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,006400,753000.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,006400,751000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,006400,754000.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,006400,760000.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,006400,762000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,006400,763000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,006400,757000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005380,211000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005380,213500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005380,213500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005380,210000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005380,208000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,005380,208000.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,005380,210000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,005380,208500.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,005380,214000.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,005380,215000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,005380,215000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,005380,213000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,005380,208500.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,005380,205000.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,005380,208000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,005380,209000.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,005380,206500.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,005380,207000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,005380,205000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,005380,209500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,068270,216500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,068270,222500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,068270,219000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,068270,215500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,068270,200500.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,068270,205500.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,068270,206500.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,068270,210000.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,068270,208500.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,068270,209000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,068270,197000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,068270,205500.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,068270,214000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,068270,212500.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,068270,213500.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,068270,233000.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,068270,229000.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,068270,219000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,068270,215000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,068270,223000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,000270,84300.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,000270,84800.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,000270,85000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,000270,86000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,000270,85100.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,000270,84300.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,000270,86000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,000270,85000.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,000270,87000.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,000270,88000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,000270,88100.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,000270,87000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,000270,85500.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,000270,83900.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,000270,86800.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,000270,86500.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,000270,84200.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,000270,84000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,000270,83100.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,000270,83800.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,005490,313000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,005490,315000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,005490,308000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,005490,301000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,005490,296000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,005490,296500.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,005490,298000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,005490,300500.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,005490,297500.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,005490,285000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,005490,284500.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,005490,285000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,005490,274000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,005490,274500.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,005490,285000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,005490,285000.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,005490,283500.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,005490,276000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,005490,274000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,005490,278000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,066570,124500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,066570,125500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,066570,122000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,066570,122000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,066570,120500.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,066570,120500.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,066570,123000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,066570,122000.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,066570,122500.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,066570,123000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,066570,122500.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,066570,123000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,066570,119500.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,066570,117500.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,066570,122000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,066570,124500.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,066570,124000.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,066570,123000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,066570,122500.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,066570,133500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,028260,120000.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,028260,121500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,028260,120500.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,028260,117000.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,028260,114000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,028260,115000.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,028260,117000.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,028260,116500.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,028260,116500.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,028260,116000.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,028260,116000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,028260,116000.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,028260,114000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,028260,111000.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,028260,112500.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,028260,114500.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,028260,114500.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,028260,112000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,028260,111000.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,028260,112500.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,012330,268500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,012330,270500.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,012330,267000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,012330,263500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,012330,252000.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,012330,253000.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,012330,255500.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,012330,252500.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,012330,252000.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,012330,252500.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,012330,252000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,012330,248500.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,012330,245000.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,012330,241500.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,012330,243000.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,012330,247500.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,012330,242500.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,012330,241000.0
2021-11-18,3,46,1032.77,15993.7,4706.64,35871.34,2947.38,012330,236500.0
2021-11-19,4,46,1041.92,16057.4,4697.96,35602.18,2971.02,012330,238000.0
2021-10-25,0,43,994.31,15226.7,4566.48,35743.78,3020.54,096770,256500.0
2021-10-26,1,43,1011.76,15235.7,4574.79,35755.83,3049.08,096770,257000.0
2021-10-27,2,43,1008.95,15235.8,4551.68,35491.48,3025.49,096770,251000.0
2021-10-28,3,43,1000.13,15448.1,4596.42,35729.89,3009.55,096770,243500.0
2021-10-29,4,43,992.33,15498.4,4605.38,35819.59,2970.68,096770,242500.0
2021-11-01,0,44,998.57,15595.9,4613.67,35913.68,2978.94,096770,239500.0
2021-11-02,1,44,1009.44,15649.6,4630.65,36053.09,3013.49,096770,248500.0
2021-11-03,2,44,1005.0,15811.6,4660.57,36157.02,2975.71,096770,243500.0
2021-11-04,3,44,1001.43,15940.3,4680.06,36124.66,2983.22,096770,239500.0
2021-11-05,4,44,1001.35,15971.6,4697.53,36329.07,2969.27,096770,233500.0
2021-11-08,0,45,1002.5,15982.4,4701.7,36431.39,2960.2,096770,234000.0
2021-11-09,1,45,1008.68,15886.5,4685.25,36320.5,2962.46,096770,232500.0
2021-11-10,2,45,987.75,15622.7,4646.71,36079.54,2930.17,096770,224500.0
2021-11-11,3,45,992.65,15704.3,4649.27,35921.24,2924.92,096770,222500.0
2021-11-12,4,45,1009.07,15861.0,4682.85,36100.37,2968.8,096770,226500.0
2021-11-15,0,46,1029.03,15853.8,4682.81,36087.98,2999.52,096770,228500.0
2021-11-16,1,46,1035.46,15973.9,4700.9,36144.13,2997.21,096770,229000.0
2021-11-17,2,46,1031.26,15921.6,4688.67,35931.52,2962.42,096770,222500.0
