Date,kospi,kosdaq,dow,nasdaq,sp500,code,close
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,035720,124500
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,035720,124000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,035720,122500
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,035720,121500
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,035720,119500
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,035720,115000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,035720,119500
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,035720,120000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,035720,117500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,035720,116500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,035720,118000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,035720,116500
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,035720,111000
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,035720,113000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,035720,119500
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,035720,117500
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,035720,113500
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,035720,117000
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,035720,121500
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,035720,122000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,035720,121500
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,035720,127500
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,035720,128000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,035720,128000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,035720,127500
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,035720,126000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,035720,127500
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,035720,128500
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,035720,125500
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,035720,125500
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,207940,947000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,207940,965000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,207940,962000
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,207940,948000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,207940,951000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,207940,954000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,207940,950000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,207940,931000
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,207940,913000
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,207940,925000
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,207940,913000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,207940,913000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,207940,936000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,207940,916000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,207940,933000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,207940,920000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,207940,922000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,207940,920000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,207940,871000
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,207940,874000
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,207940,874000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,207940,875000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,207940,812000
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,207940,791000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,207940,815000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,207940,830000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,207940,834000
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,207940,829000
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,207940,859000
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,207940,869000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,207940,858000
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,207940,868000
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,207940,875000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,207940,868000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,207940,880000
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,207940,877000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,207940,879000
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,207940,898000
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,207940,886000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,207940,871000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,005935,69700
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,005935,70800
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,005935,70900
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,005935,70300
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,005935,71100
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,005935,72000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,005935,71300
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,005935,72000
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,005935,71700
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,005935,70700
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,005935,70800
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,005935,71400
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,005935,71800
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,005935,71500
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,005935,71800
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,005935,71800
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,005935,71700
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,005935,72000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,005935,71600
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,005935,70500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,005935,69600
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,005935,68000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,005935,66200
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,005935,65100
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,005935,65600
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,005935,66300
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,005935,64500
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,005935,64100
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,005935,64100
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,005935,64500
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,005935,64100
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,005935,64400
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,005935,64400
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,005935,64500
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,005935,64200
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,005935,63800
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,005935,65000
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,005935,64600
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,005935,65400
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,005935,64000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,051910,770000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,051910,758000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,051910,721000
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,051910,711000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,051910,725000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,051910,750000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,051910,758000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,051910,756000
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,051910,748000
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,051910,740000
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,051910,747000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,051910,734000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,051910,718000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,051910,716000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,051910,701000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,051910,760000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,051910,761000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,051910,770000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,051910,776000
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,051910,767000
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,051910,776000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,051910,770000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,051910,747000
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,051910,743000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,051910,737000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,051910,764000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,051910,796000
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,051910,808000
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,051910,848000
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,051910,836000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,051910,827000
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,051910,831000
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,051910,840000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,051910,806000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,051910,818000
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,051910,821000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,051910,830000
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,051910,825000
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,051910,850000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,051910,836000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,006400,763000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,006400,793000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,006400,788000
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,006400,750000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,006400,760000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,006400,767000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,006400,775000
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,006400,770000
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,006400,749000
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,006400,750000
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,006400,741000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,006400,755000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,006400,750000
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,006400,725000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,006400,725000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,006400,731000
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,006400,726000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,006400,735000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,006400,715000
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,006400,709000
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,006400,718000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,006400,707000
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,006400,680000
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,006400,666000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,006400,667000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,006400,686000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,006400,663000
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,006400,671000
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,006400,692000
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,006400,712000
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,006400,705000
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,006400,727000
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,006400,727000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,006400,723000
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,006400,737000
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,006400,733000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,006400,746000
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,006400,750000
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,006400,746000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,006400,734000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,005380,210000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,005380,212500
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,005380,215000
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,005380,211500
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,005380,214500
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,005380,215000
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,005380,212500
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,005380,213000
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,005380,208500
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,005380,206500
2021-09-13,3127.86,1026.34,34869.63,15105.6,4468.73,005380,205000
2021-09-14,3148.83,1037.74,34577.57,15037.8,4443.05,005380,209000
2021-09-15,3153.4,1042.79,34814.39,15161.5,4480.7,005380,209500
2021-09-16,3130.09,1039.43,34751.32,15181.9,4473.76,005380,208000
2021-09-17,3140.51,1046.12,34584.88,15044.0,4432.99,005380,209000
2021-09-23,3127.58,1036.26,34766.0,15052.2,4448.98,005380,208500
2021-09-24,3125.24,1037.03,34797.6,15047.7,4455.48,005380,207000
2021-09-27,3133.64,1034.82,34870.16,14970.0,4443.11,005380,204000
2021-09-28,3097.92,1012.51,34299.53,14546.7,4352.63,005380,201500
2021-09-29,3060.27,1001.46,34390.92,14512.4,4359.46,005380,201500
2021-09-30,3068.82,1003.27,33843.33,14448.6,4307.54,005380,200000
2021-10-01,3019.18,983.2,34327.45,14566.7,4357.05,005380,193500
2021-10-05,2962.17,955.37,34315.99,14433.8,4345.72,005380,193500
2021-10-06,2908.31,922.36,34417.98,14501.9,4363.55,005380,194000
2021-10-07,2959.46,953.43,34754.15,14654.0,4399.76,005380,201000
2021-10-08,2956.3,953.11,34746.71,14579.5,4391.36,005380,205000
2021-10-12,2916.38,940.15,34378.08,14465.9,4350.64,005380,204500
2021-10-13,2944.41,953.47,34378.6,14571.6,4363.8,005380,211000
2021-10-14,2988.64,983.43,34911.7,14823.4,4438.23,005380,209000
2021-10-15,3015.06,990.54,35295.48,14897.3,4471.37,005380,208500
2021-10-18,3006.68,993.86,35259.01,15021.8,4486.48,005380,209500
2021-10-19,3029.04,1005.35,35458.37,15129.1,4519.63,005380,209000
2021-10-20,3013.13,1001.62,35609.93,15121.7,4536.19,005380,209000
2021-10-21,3007.33,993.7,35601.96,15215.7,4549.78,005380,207500
2021-10-22,3006.16,995.07,35677.68,15090.2,4544.9,005380,207500
2021-10-25,3020.54,994.31,35743.78,15226.7,4566.48,005380,211000
2021-10-26,3049.08,1011.76,35755.83,15235.7,4574.79,005380,213500
2021-10-27,3025.49,1008.95,35491.48,15235.8,4551.68,005380,213500
2021-10-28,3009.55,1000.13,35729.89,15448.1,4596.42,005380,210000
2021-10-29,2970.68,992.33,35819.59,15498.4,4605.38,005380,208000
2021-08-30,3144.19,1031.84,35399.84,15265.9,4528.79,068270,291000
2021-08-31,3199.27,1038.33,35360.73,15259.2,4522.68,068270,293000
2021-09-01,3207.02,1045.98,35312.53,15309.4,4524.09,068270,290500
2021-09-02,3175.85,1047.19,35443.82,15331.2,4536.95,068270,288000
2021-09-03,3201.06,1053.85,35369.09,15363.5,4535.43,068270,283000
2021-09-06,3203.33,1052.96,35234.545,15368.9,4527.73,068270,278500
2021-09-07,3187.42,1054.43,35100.0,15374.3,4520.03,068270,279500
2021-09-08,3162.99,1037.22,35031.07,15286.6,4514.07,068270,273500
2021-09-09,3114.7,1034.62,34879.38,15248.3,4493.28,068270,269000
2021-09-10,3125.76,1037.91,34607.72,15115.5,4458.58,068270,267500
